RAM Address (Nr),Variable Name,Description (Original German),Description (Translated English),Unit,NA Formula Number,Normwert (Quantization),Tester Display Range,System Constraints / Code Conditions
646,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 646,Unassigned RAM Address / Reserved Channel 646,,,,,
647,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 647,Unassigned RAM Address / Reserved Channel 647,,,,,
648,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 648,Unassigned RAM Address / Reserved Channel 648,,,,,
649,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 649,Unassigned RAM Address / Reserved Channel 649,,,,,
650,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 650,Unassigned RAM Address / Reserved Channel 650,,,,,
651,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 651,Unassigned RAM Address / Reserved Channel 651,,,,,
652,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 652,Unassigned RAM Address / Reserved Channel 652,,,,,
653,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 653,Unassigned RAM Address / Reserved Channel 653,,,,,
654,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 654,Unassigned RAM Address / Reserved Channel 654,,,,,
655,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 655,Unassigned RAM Address / Reserved Channel 655,,,,,
656,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 656,Unassigned RAM Address / Reserved Channel 656,,,,,
657,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 657,Unassigned RAM Address / Reserved Channel 657,,,,,
658,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 658,Unassigned RAM Address / Reserved Channel 658,,,,,
659,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 659,Unassigned RAM Address / Reserved Channel 659,,,,,
660,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 660,Unassigned RAM Address / Reserved Channel 660,,,,,
661,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 661,Unassigned RAM Address / Reserved Channel 661,,,,,
662,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 662,Unassigned RAM Address / Reserved Channel 662,,,,,
663,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 663,Unassigned RAM Address / Reserved Channel 663,,,,,
664,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 664,Unassigned RAM Address / Reserved Channel 664,,,,,
665,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 665,Unassigned RAM Address / Reserved Channel 665,,,,,
666,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 666,Unassigned RAM Address / Reserved Channel 666,,,,,
667,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 667,Unassigned RAM Address / Reserved Channel 667,,,,,
668,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 668,Unassigned RAM Address / Reserved Channel 668,,,,,
669,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 669,Unassigned RAM Address / Reserved Channel 669,,,,,
670,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 670,Unassigned RAM Address / Reserved Channel 670,,,,,
671,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 671,Unassigned RAM Address / Reserved Channel 671,,,,,
672,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 672,Unassigned RAM Address / Reserved Channel 672,,,,,
673,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 673,Unassigned RAM Address / Reserved Channel 673,,,,,
674,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 674,Unassigned RAM Address / Reserved Channel 674,,,,,
675,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 675,Unassigned RAM Address / Reserved Channel 675,,,,,
676,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 676,Unassigned RAM Address / Reserved Channel 676,,,,,
677,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 677,Unassigned RAM Address / Reserved Channel 677,,,,,
678,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 678,Unassigned RAM Address / Reserved Channel 678,,,,,
679,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 679,Unassigned RAM Address / Reserved Channel 679,,,,,
680,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 680,Unassigned RAM Address / Reserved Channel 680,,,,,
681,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 681,Unassigned RAM Address / Reserved Channel 681,,,,,
682,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 682,Unassigned RAM Address / Reserved Channel 682,,,,,
683,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 683,Unassigned RAM Address / Reserved Channel 683,,,,,
684,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 684,Unassigned RAM Address / Reserved Channel 684,,,,,
685,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 685,Unassigned RAM Address / Reserved Channel 685,,,,,
686,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 686,Unassigned RAM Address / Reserved Channel 686,,,,,
687,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 687,Unassigned RAM Address / Reserved Channel 687,,,,,
688,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 688,Unassigned RAM Address / Reserved Channel 688,,,,,
689,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 689,Unassigned RAM Address / Reserved Channel 689,,,,,
690,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 690,Unassigned RAM Address / Reserved Channel 690,,,,,
691,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 691,Unassigned RAM Address / Reserved Channel 691,,,,,
692,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 692,Unassigned RAM Address / Reserved Channel 692,,,,,
693,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 693,Unassigned RAM Address / Reserved Channel 693,,,,,
694,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 694,Unassigned RAM Address / Reserved Channel 694,,,,,
695,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 695,Unassigned RAM Address / Reserved Channel 695,,,,,
696,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 696,Unassigned RAM Address / Reserved Channel 696,,,,,
697,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 697,Unassigned RAM Address / Reserved Channel 697,,,,,
698,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 698,Unassigned RAM Address / Reserved Channel 698,,,,,
699,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 699,Unassigned RAM Address / Reserved Channel 699,,,,,
700,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 700,Unassigned RAM Address / Reserved Channel 700,,,,,
701,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 701,Unassigned RAM Address / Reserved Channel 701,,,,,
702,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 702,Unassigned RAM Address / Reserved Channel 702,,,,,
703,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 703,Unassigned RAM Address / Reserved Channel 703,,,,,
704,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 704,Unassigned RAM Address / Reserved Channel 704,,,,,
705,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 705,Unassigned RAM Address / Reserved Channel 705,,,,,
706,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 706,Unassigned RAM Address / Reserved Channel 706,,,,,
707,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 707,Unassigned RAM Address / Reserved Channel 707,,,,,
708,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 708,Unassigned RAM Address / Reserved Channel 708,,,,,
709,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 709,Unassigned RAM Address / Reserved Channel 709,,,,,
710,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 710,Unassigned RAM Address / Reserved Channel 710,,,,,
711,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 711,Unassigned RAM Address / Reserved Channel 711,,,,,
712,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 712,Unassigned RAM Address / Reserved Channel 712,,,,,
713,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 713,Unassigned RAM Address / Reserved Channel 713,,,,,
714,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 714,Unassigned RAM Address / Reserved Channel 714,,,,,
715,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 715,Unassigned RAM Address / Reserved Channel 715,,,,,
716,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 716,Unassigned RAM Address / Reserved Channel 716,,,,,
717,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 717,Unassigned RAM Address / Reserved Channel 717,,,,,
718,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 718,Unassigned RAM Address / Reserved Channel 718,,,,,
719,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 719,Unassigned RAM Address / Reserved Channel 719,,,,,
720,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 720,Unassigned RAM Address / Reserved Channel 720,,,,,
721,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 721,Unassigned RAM Address / Reserved Channel 721,,,,,
722,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 722,Unassigned RAM Address / Reserved Channel 722,,,,,
723,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 723,Unassigned RAM Address / Reserved Channel 723,,,,,
724,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 724,Unassigned RAM Address / Reserved Channel 724,,,,,
725,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 725,Unassigned RAM Address / Reserved Channel 725,,,,,
726,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 726,Unassigned RAM Address / Reserved Channel 726,,,,,
727,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 727,Unassigned RAM Address / Reserved Channel 727,,,,,
728,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 728,Unassigned RAM Address / Reserved Channel 728,,,,,
729,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 729,Unassigned RAM Address / Reserved Channel 729,,,,,
730,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 730,Unassigned RAM Address / Reserved Channel 730,,,,,
731,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 731,Unassigned RAM Address / Reserved Channel 731,,,,,
732,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 732,Unassigned RAM Address / Reserved Channel 732,,,,,
733,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 733,Unassigned RAM Address / Reserved Channel 733,,,,,
734,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 734,Unassigned RAM Address / Reserved Channel 734,,,,,
735,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 735,Unassigned RAM Address / Reserved Channel 735,,,,,
736,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 736,Unassigned RAM Address / Reserved Channel 736,,,,,
737,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 737,Unassigned RAM Address / Reserved Channel 737,,,,,
738,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 738,Unassigned RAM Address / Reserved Channel 738,,,,,
739,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 739,Unassigned RAM Address / Reserved Channel 739,,,,,
740,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 740,Unassigned RAM Address / Reserved Channel 740,,,,,
741,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 741,Unassigned RAM Address / Reserved Channel 741,,,,,
742,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 742,Unassigned RAM Address / Reserved Channel 742,,,,,
743,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 743,Unassigned RAM Address / Reserved Channel 743,,,,,
744,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 744,Unassigned RAM Address / Reserved Channel 744,,,,,
745,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 745,Unassigned RAM Address / Reserved Channel 745,,,,,
746,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 746,Unassigned RAM Address / Reserved Channel 746,,,,,
747,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 747,Unassigned RAM Address / Reserved Channel 747,,,,,
748,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 748,Unassigned RAM Address / Reserved Channel 748,,,,,
749,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 749,Unassigned RAM Address / Reserved Channel 749,,,,,
750,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 750,Unassigned RAM Address / Reserved Channel 750,,,,,
751,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 751,Unassigned RAM Address / Reserved Channel 751,,,,,
752,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 752,Unassigned RAM Address / Reserved Channel 752,,,,,
753,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 753,Unassigned RAM Address / Reserved Channel 753,,,,,
754,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 754,Unassigned RAM Address / Reserved Channel 754,,,,,
755,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 755,Unassigned RAM Address / Reserved Channel 755,,,,,
756,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 756,Unassigned RAM Address / Reserved Channel 756,,,,,
757,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 757,Unassigned RAM Address / Reserved Channel 757,,,,,
758,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 758,Unassigned RAM Address / Reserved Channel 758,,,,,
759,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 759,Unassigned RAM Address / Reserved Channel 759,,,,,
760,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 760,Unassigned RAM Address / Reserved Channel 760,,,,,
761,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 761,Unassigned RAM Address / Reserved Channel 761,,,,,
762,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 762,Unassigned RAM Address / Reserved Channel 762,,,,,
763,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 763,Unassigned RAM Address / Reserved Channel 763,,,,,
764,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 764,Unassigned RAM Address / Reserved Channel 764,,,,,
765,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 765,Unassigned RAM Address / Reserved Channel 765,,,,,
766,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 766,Unassigned RAM Address / Reserved Channel 766,,,,,
767,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 767,Unassigned RAM Address / Reserved Channel 767,,,,,
768,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 768,Unassigned RAM Address / Reserved Channel 768,,,,,
769,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 769,Unassigned RAM Address / Reserved Channel 769,,,,,
770,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 770,Unassigned RAM Address / Reserved Channel 770,,,,,
771,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 771,Unassigned RAM Address / Reserved Channel 771,,,,,
772,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 772,Unassigned RAM Address / Reserved Channel 772,,,,,
773,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 773,Unassigned RAM Address / Reserved Channel 773,,,,,
774,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 774,Unassigned RAM Address / Reserved Channel 774,,,,,
775,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 775,Unassigned RAM Address / Reserved Channel 775,,,,,
776,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 776,Unassigned RAM Address / Reserved Channel 776,,,,,
777,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 777,Unassigned RAM Address / Reserved Channel 777,,,,,
778,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 778,Unassigned RAM Address / Reserved Channel 778,,,,,
779,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 779,Unassigned RAM Address / Reserved Channel 779,,,,,
780,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 780,Unassigned RAM Address / Reserved Channel 780,,,,,
781,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 781,Unassigned RAM Address / Reserved Channel 781,,,,,
782,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 782,Unassigned RAM Address / Reserved Channel 782,,,,,
783,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 783,Unassigned RAM Address / Reserved Channel 783,,,,,
784,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 784,Unassigned RAM Address / Reserved Channel 784,,,,,
785,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 785,Unassigned RAM Address / Reserved Channel 785,,,,,
786,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 786,Unassigned RAM Address / Reserved Channel 786,,,,,
787,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 787,Unassigned RAM Address / Reserved Channel 787,,,,,
788,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 788,Unassigned RAM Address / Reserved Channel 788,,,,,
789,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 789,Unassigned RAM Address / Reserved Channel 789,,,,,
790,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 790,Unassigned RAM Address / Reserved Channel 790,,,,,
791,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 791,Unassigned RAM Address / Reserved Channel 791,,,,,
792,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 792,Unassigned RAM Address / Reserved Channel 792,,,,,
793,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 793,Unassigned RAM Address / Reserved Channel 793,,,,,
794,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 794,Unassigned RAM Address / Reserved Channel 794,,,,,
795,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 795,Unassigned RAM Address / Reserved Channel 795,,,,,
796,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 796,Unassigned RAM Address / Reserved Channel 796,,,,,
797,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 797,Unassigned RAM Address / Reserved Channel 797,,,,,
798,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 798,Unassigned RAM Address / Reserved Channel 798,,,,,
799,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 799,Unassigned RAM Address / Reserved Channel 799,,,,,
800,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 800,Unassigned RAM Address / Reserved Channel 800,,,,,
801,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 801,Unassigned RAM Address / Reserved Channel 801,,,,,
802,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 802,Unassigned RAM Address / Reserved Channel 802,,,,,
803,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 803,Unassigned RAM Address / Reserved Channel 803,,,,,
804,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 804,Unassigned RAM Address / Reserved Channel 804,,,,,
805,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 805,Unassigned RAM Address / Reserved Channel 805,,,,,
806,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 806,Unassigned RAM Address / Reserved Channel 806,,,,,
807,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 807,Unassigned RAM Address / Reserved Channel 807,,,,,
808,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 808,Unassigned RAM Address / Reserved Channel 808,,,,,
809,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 809,Unassigned RAM Address / Reserved Channel 809,,,,,
810,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 810,Unassigned RAM Address / Reserved Channel 810,,,,,
